5532682MEDIFOL 5                                   5 mg comp.x 30          00003479NNAustral         00000490020160502002000073885407798011651757003010SNN00
9939663KOLYNOS CEPILLOS DENTALES DOCTOR            Medio 2 x 1             00000000NNColgate         00000285020160502001104113966307891528091716000210NNN00
9930047NOC 10 CREMA DENTAL                         env.x 50 g              00000000NNColgate         00000329020160502001104113004707793100089008000130NNN00
9930044ODOL 2 CREMA DENTAL                         env.x 90 g              00000000NNColgate         00000187020160502001104113004407793100130052000110NNN00
9943863ODOLITO CREMA DENTAL                        env.x 50 g              00000000NNColgate         00000143120160502001104114386307891024139165000110NNN00
9935497PALMOLIVE JABON LIQ.CORPORAL AROMATERAPIA   Energ°a env.x 250ml     00000000NNColgate         00000371020160502011104113549707891024117958000110NNN00
9935560PALMOLIVE JABON LIQ.CORPORAL AROMATERAPIA   Relax env.x250ml        00000000NNColgate         00000371020160502011104113556007891024117903000110NNN00
9939665PALMOLIVE JABON LIQ.CORPORAL NATURALS       Leche y Miel x 250 ml   00000000NNColgate         00000371020160502001104113966507891024178799000110NNN00
9928837PALMOLIVE JABON LIQ.P/MANOS AROMATERAPIA    Energ°a env.x221ml      00000000NNColgate         00000454020160502011104112883707509546006932000110NNN00
9935556PALMOLIVE JABON LIQ.P/MANOS AROMATERAPIA    Relax env.x221ml        00000000NNColgate         00000454020160502011104113555607509546006956000110NNN00
9945069PROTEX JABON ANTIBACTERIANO                 Aloe x 3 x 90 g         00000000NNColgate         00000392020160502001104114506907891024113639000310NNN00
6365681OMEFORT                                     40 mg caps.x 28         00026500NNEczane          00004820120160502002024784974407797416000474002810NNN00
6365682OMEFORT                                     40 mg caps.x 56         00000000NNEczane          00008677620160502002024785170507797416000863005630SNN00
0527389IPRASALB                                    sol.monods. x 20        00000000NNValmax          00000891020160420002085335235407794863000125002010NNN00
9949265AEROPIEL                                    spray x 170 g           00000000NNBiosintex-Ofar  00002070020160502002006254926507794207000729000110NNN00
0192832ANTIBIOCORT                                 gts.oft.x 10 ml         00000000NNBiosintex-Ofar  00001270020160502002086251648707797416000095000110SNN00
4775221ATIGLAUC                                    0.5% gts.oft.x 10 ml    00004841NNBiosintex-Ofar  00000860020160502002066253348907794207000248000110SNN00
0535455BIOCORT                                     fco.gotero x 5 ml       00004014NNBiosintex-Ofar  00001090020160502002026253691807794207000491000110SNN00
0541482CARAMELOS ANTIBIOTICOS LEFMAR               blçster caram.x 9       00000000NNBiosintex-Ofar  00000590020160502002006255002507794207000767000910SNN00
6244391DIPIFEBRAL                                  jbe.x 100 ml            00002604NNBiosintex-Ofar  00000585020160502002006254971607794207000699000110SNN00
6244392DIPIFEBRAL                                  jbe.x 200 ml            00004177NNBiosintex-Ofar  00000855020160502002006254971707794207000705000130SNN00
0567013FORZAK                                      50 mg comp.mast.x 2     00000000NNBiosintex-Ofar  00000415020160502A03006254188907794207083876000210NNN00
5670132FORZAK                                      50 mg comp.mast.x 4     00000000NNBiosintex-Ofar  00000750020160502A03006254595707794207000019000430NNN00
9951466GRAMICIN                                    5 hierbas MyL caram.x 1000000000NNBiosintex-Ofar  00000490020160502001006255146607794207000903001010NNN00
9949264GRAMICIN                                    caram.x 10 u.           00000000NNBiosintex-Ofar  00000490020160502001006254926407794207000712001010NNN00
9948172IBULGIA 2%                                  Tutti Frutti susp.x 90ml00002438NNBiosintex-Ofar  00000585020160502001006254817207794207000026000110NNN00
9943813IBULGIA 2%                                  susp.x 120 ml           00003204NNBiosintex-Ofar  00000625020160502001006254381307794207000606000130NNN00
9947259IBULGIA 2%                                  susp.x 90 ml            00002438NNBiosintex-Ofar  00000585020160502001006254725907794207000071000110NNN00
0598068IBULGIA 4%                                  susp.x 90 ml            00004190NNBiosintex-Ofar  00000850020160502002006254550907794207083975000110SNN00
9914147IRRICUTAN                                   loc.x 100/120 ml        00000000NNBiosintex-Ofar  00000800020160502001006251414707794207000330000110NNN00
9950591IRRICUTAN INCOLORO                          loc.x 100 ml            00000000NNBiosintex-Ofar  00000800020160502001006255059107794207000743000110NNN00
0392340KETOLEF                                     2% cr.x 15 g            00004647NNBiosintex-Ofar  00000740020160502002026253741907794207000484000110SNN00
9951938LABIODERM                                   5% cr.x 10 g            00003104NNBiosintex-Ofar  00000605020160502002006255193807794207000934000110SNN00
9938369LACRIGESTINA                                sol.oft.x 15 ml         00005312NNBiosintex-Ofar  00001080020160502001006253836907794207000552000110NNN00
9940430MATER DUO TEST                              test x 2                00000000NNBiosintex-Ofar  00000815020160502001106254043007794207004000000110NNN00
9920909MATER TEST                                  test x 1                00000000NNBiosintex-Ofar  00000630020160502001106252090907794207000149000110NNN00
9947961MATER TEST LAPICERA                         test x 1 formato lapic. 00000000NNBiosintex-Ofar  00000750020160502001106254796107794207000187000110NNN00
9933144MIDERMUS CALENDULA                          cr.x 70 g               00000000NNBiosintex-Ofar  00000780020160502001106253314407794207000323000110NNN00
9950593MIDERMUS CELULITIS CONTROL                  env.x 250 g             00000000NNBiosintex-Ofar  00001030020160502001106255059307794207000798000110NNN00
9936919MIDERMUS GEL POST SOLAR                     gel x 220g c/valv.dosif.00000000NNBiosintex-Ofar  00000930020160502001106253691907794207000514000110NNN00
9942413MIDERMUS HYDRANT DIA                        cr.fac.hidrat.dia x 50 g00000000NNBiosintex-Ofar  00001135020160502001106254241307794207083937000110NNN00
9942412MIDERMUS HYDRANT NOCHE                      cr.fac.hidrat.noche x50g00000000NNBiosintex-Ofar  00001135020160502001106254241207794207083920000110NNN00
9945506MIDERMUS LECHE DE LIMPIEZA                  env.x 200 ml            00000000NNBiosintex-Ofar  00000885020160502001106254550607794207000620000110NNN00
9950592MIDERMUS PIERNAS LIVIANAS                   env.x 250 g             00000000NNBiosintex-Ofar  00000950020160502001106255059207794207000781000110NNN00
9951846MIDERMUS SOL                                FPS30 UVA+ emul.x 150 g 00000000NNBiosintex-Ofar  00001270020160502001106255184607794207000385000110NNN00
9950588MIDERMUS SOL BEBES Y NINOS                  FPS50+UVA+ emul.x 150 g 00000000NNBiosintex-Ofar  00001815020160502001106255058807794207000835000110NNN00
9950589MIDERMUS SOL FPS50                          FPS50/UVA+ env.x 70 g   00000000NNBiosintex-Ofar  00001130020160502001106255058907794207000842000110NNN00
9922347MIDERMUS VITAMINA A                         cr.de orde§e fco.x 250 g00000000NNBiosintex-Ofar  00001250020160502001106252234707794207000347000110NNN00
9922346MIDERMUS VITAMINA A                         cr.de orde§e pomo x 100g00000000NNBiosintex-Ofar  00000780020160502001106252234607794207000361000110NNN00
9923619MIDERMUS VITAMINA A                         cr.de orde§e pomo x 170g00000000NNBiosintex-Ofar  00001010020160502001106252361907794207000354000130NNN00
0558039NAFAZOLEX                                   env.gotero x 20 ml      00000000NNBiosintex-Ofar  00000455020160502002026253953207794207003997000110SNN00
6260131NAFAZOLEX PLUS                              gts.x 20 ml             00000000NNBiosintex-Ofar  00000500020160502002006254971807794207000736000110SNN00
0748313OCUDIAFAN                                   colirio x 15 ml         00000000NNBiosintex-Ofar  00000915020160502002006251653707794207000507000110SNN00
4598271OFTALBRAX                                   gts.oft.x 5 ml          00003369NNBiosintex-Ofar  00000990020160502002026252394707794207000125000110SNN00
0596442OMAFLAXINA D                                susp.oft.estÇril x 5 ml 00005194NNBiosintex-Ofar  00000990020160502002026254550807794207000644000110SNN00
0554800OTOLEF HC                                   susp.¢tica x 5 ml       00000000NNBiosintex-Ofar  00000535020160502002026254065407794207000590000110SNN00
9941891PIRIGRIP                                    comp.rec.x 16           00000000NNBiosintex-Ofar  00000715020160502001006254189107794207083852001630NNN00
9941890PIRIGRIP                                    comp.rec.x 8            00000000NNBiosintex-Ofar  00000460020160502001006254189007794207083913000810NNN00
9937792PIRITOS                                     jbe.x 120 ml            00000000NNBiosintex-Ofar  00000770020160502001006253779207794207000545000110NNN00
9951939PIRITOS FORTE                               Jbe.x 120 ml            00000000NNBiosintex-Ofar  00000830020160502002006255193907794207000965000110SNN00
9947963POMADA HADENSA                              cr.x 15 g               00000000NNBiosintex-Ofar  00000700020160502001006254796307794207000057000110NNN00
9938899POVITIOL                                    10% sol.t¢pica x 60 ml  00000000NNBiosintex-Ofar  00000845020160502001006253889907794207000583000110NNN00
9951309POVITIOL                                    jab.liq.x 60 ml         00000000NNBiosintex-Ofar  00000820020160502001006255130907794207000927000110NNN00
9922649TILYP-LINEA DR.UZE                          peine fino met†lico x 1 00000000NNBiosintex-Ofar  00001030020160502001106252264907794207000101000110NNN00
0528125TRIBIOCORT                                  cr.x 20 g               00000000NNBiosintex-Ofar  00001020020160502002026253507407794207000316000110SNN00
9936301UZE ACTIVE-LINEA DR.UZE                     fco.x 100 ml            00000000NNBiosintex-Ofar  00000580020160502001006253630107794207000446000130NNN00
9935487UZE ACTIVE-LINEA DR.UZE                     sachet x 15 ml          00000000NNBiosintex-Ofar  00000085020160502001006253548707794207000477000110NNN00
9934210UZE ADVANCE-LINEA DR.UZE                    Frente Ataque Quitalien.00000000NNBiosintex-Ofar  00001850020160502001106253421007794207000378000110NNN00
9945507UZE KIT-LINEA DR.UZE                        bals.x 100 ml+peine fino00000000NNBiosintex-Ofar  00001480020160502001106254550707794207000637000110NNN00
9928032UZE MAX-LINEA DR.UZE                        peine acero inox.x 1    00000000NNBiosintex-Ofar  00001500020160502001106252803207794207000118000110NNN00
0507564VENOFER                                     a.x 5 x 5 ml            00027560NNBiosintex-Ofar  00010300020160502002006253152107794207000088000510SNN00
9947229VENZIDIAK                                   75 mg comp.rec.x 15     00004723NNBiosintex-Ofar  00000820020160502002006254722907794207083999001510SNN00
9951308VENZIDIAK FLEX                              comp.rec.x 10           00000000NNBiosintex-Ofar  00000800020160502002006255130807794207000897001010SNN00
9947964VENZIDIAK GEL                               gel x 50 g              00000000NNBiosintex-Ofar  00000875020160502001006254796407794207084019000110NNN00
9949366NUTRIBABY 1                                 lata x 400 g            00009724SNNova Argentia   000019577201604290071A6794936607798181640018000110NNN00
9949367NUTRIBABY 1                                 lata x 900 g            00016734SNNova Argentia   000036778201604290071A6794936707798181640025000130NNN00
9949368NUTRIBABY 1                                 sticks x 15 u x 15 g    00008077SNNova Argentia   000011515201604290071A6794936807798181640032001510NNN00
9949369NUTRIBABY 2                                 lata x 400 g            00004727SNNova Argentia   000015699201604290071A6794936907798181640063000110NNN00
9949370NUTRIBABY 2                                 lata x 900 g            00012266SNNova Argentia   000032968201604290071A6794937007798181640070000130NNN00
9949371NUTRIBABY 2                                 sticks x 15 u x 15 g    00004970SNNova Argentia   000009541201604290071A6794937107798181640087001510NNN00
9949372NUTRIBABY 3                                 lata x 900 g            00000000NNNova Argentia   000022310201604290071A6794937207798181640124000110NNN00
9949373NUTRIBABY 3                                 sticks x 15 u x 15 g    00000000NNNova Argentia   000007098201604290071A6794937307798181640131001510NNN00
9949374NUTRIBABY AR                                lata x 400 g            00011792SNNova Argentia   000023282201604290071A6794937407798181640162000110NNN00
9949375NUTRIBABY AR                                sticks x 15 u x 15 g    00008421SNNova Argentia   000013915201604290071A6794937507798181640186001510NNN00
9949376NUTRIBABY BIENESTAR                         lata x 400 g            00009724SNNova Argentia   000028401201604290071A6794937607798181640216000110NNN00
9949377NUTRIBABY BIENESTAR                         sticks x 15 x 15 g      00008077SNNova Argentia   000016985201604290071A6794937707798181640230001510SNN00
9949378NUTRIBABY BL                                lata x 400 g            00014879SNNova Argentia   000025877201604290071A6794937807798181640261000110SNN00
9949379NUTRIBABY BL                                sticks x 15 u x 15 g    00009139SNNova Argentia   000015248201604290071A6794937907798181640285001510SNN00
9949380NUTRIBABY PREMATUROS                        lata x 400 g            00016630SNNova Argentia   000027847201604290071A6794938007798181640315000110NNN00
9949381NUTRIBABY PREMATUROS                        sticks x 15 u x 15 g    00009962SNNova Argentia   000016303201604290071A6794938107798181640339001510NNN00
9949935NUTRIBIO                                    lata x 400 g            00014111SNNova Argentia   000018782201604290070A6794993507798181640414000110NNN00
9949934NUTRIBIO                                    sticks x 15             00000000NNNova Argentia   000016867201604290070A6794993407798181640438001510NNN00
9949932NUTRIBIO KIDS                               lata x 400 g            00014111SNNova Argentia   000017658201604290070A6794993207798181640360000110NNN00
9949933NUTRIBIO KIDS                               sticks x 15             00000000NNNova Argentia   000015277201604290070A6794993307798181640384001510NNN00
6229974MAXIVENT                                    aerosol.p/inhal.x120 ds.00044431NNSvensk Labb     00005396720160502002087914915807795373011120012010SNN00
9949350ACNEIQUE                                    crema-gel x 40 g        00000000NNCepage          00002750020160502001007944935007798182770042000110NNN00
9950663ACNEIQUE H2O                                locion x 210 ml         00000000NNCepage          00002850020160502001007945066307798182770073000110NNN00
9951665CEPAGE CHAMPU ANTICAIDA                     shamp.x 145 ml          00000000NNCepage          00002650020160502001107945166507798182770141000110NNN00
9951664CEPAGE CHAMPU CAPA G                        shamp.x 145 ml          00000000NNCepage          00002650020160502001107945166407798182770127000110NNN00
9951663CEPAGE CHAMPU CAPA S                        shamp.x 145 ml          00000000NNCepage          00002650020160502001107945166307798182770134000110NNN00
9951915CEPAGE CORPS                                cr.x 200 g              00000000NNCepage          00003350020160502001007945191507798182770165000110NNN00
9951307CEPAGE FPS 50+ COLOR                        cr.x 50 g               00000000NNCepage          00002990020160502001007945130707798182770110000110NNN00
9951823CEPAGE MAINS                                cr.x 50 g               00000000NNCepage          00001990020160502001007945182307798182770158000110NNN00
9949351CLARITE                                     crema x 30 ml           00000000NNCepage          00003990020160502001007944935107798182770059000110NNN00
9949352HYDRAFIRM AR                                serum x 30 ml           00000000NNCepage          00004640020160502001007944935207798182770028000110NNN00
9950761HYDRAFIRM CO                                crema x 15 g            00000000NNCepage          00003390020160502001007945076107798182770097000110NNN00
9950489HYDRAFIRM H2O                               loc.x 210 ml            00000000NNCepage          00002850020160502001007945048907798182770066000110NNN00
9949354TENSEUR                                     amp.monodosis x 8 x 3 ml00000000NNCepage          00005400020160502001107944935407798182770035000810NNN00
9950879TENSEUR ADN                                 serum x 15 ml           00000000NNCepage          00005100020160502001107945087907798182770080000110NNN00
6191972ENDEXIN 100                                 100 mg f.a.x 1          00000000NNEverex-Oriental 00255227720160501003008014884207793236000120000110NNN00
6191841ENDEXIN 25                                  25 mg f.a.x 1           00000000NNEverex-Oriental 00064458620160501003008014884007793236000113000110NNN00
0622155MIZARID                                     10 mg caps.x 21         00000000NNEverex-Oriental 01786494020160501003008015109207793236000137002110NNN00
0622168MIZARID                                     15 mg caps.x 21         00000000NNEverex-Oriental 01813025020160501003008015109307793236000144002110NNN00
0622171MIZARID                                     25 mg caps.x 21         00000000NNEverex-Oriental 01890052820160501003008015109407793236000151002110NNN00
0622142MIZARID                                     5 mg caps.x 21          00000000NNEverex-Oriental 01753985820160501003008015109107793236000656002110NNN00
0623884RILUZOLE                                    50 mg comp.rec.x 60     00000000NNEverex-Oriental 00082576020160501003008015235307793236000304006010NNN00
9951363A FULL AFTER                                multifruta comp.solub.x600000000NNNovarum Pharma  00000150020160502001008215136307798183410749000610NNN00
9951411ACROSS BAP                                  env.x 1000 g            00000000NNNovarum Pharma  00004790020160502001008215141107798183410862000110NNN00
9951413ACROSS BID                                  env.x 1000 g            00000000NNNovarum Pharma  00002590020160502001008215141307798183410886000110NNN00
9951412ACROSS BIDC                                 env.x 1000 g            00000000NNNovarum Pharma  00002950020160502001008215141207798183410879000110NNN00
9951402ACROSS ENERGY                               comp.x 100              00000000NNNovarum Pharma  00002450020160502001008215140207798183410770010010NNN00
9951401ACROSS LEUCINE                              natural env.x 150 g     00000000NNNovarum Pharma  00003590020160502001008215140107798183410763000110NNN00
9951403ACROSS SABA                                 comp.x 210              00000000NNNovarum Pharma  00004750020160502001008215140307798183410787021010NNN00
9951405ACROSS SM                                   comp.x 60               00000000NNNovarum Pharma  00002350020160502001008215140507798183410800006010NNN00
9951408ACROSS SMC                                  env.x 250 g             00000000NNNovarum Pharma  00001950020160502001008215140807798183410831000110NNN00
9951407ACROSS SP                                   frut./vain. env.x 1000 g00000000NNNovarum Pharma  00005750020160502001008215140707798183410824000110NNN00
9951410ACROSS SPBAC                                frut./vain. env.x 1000 g00000000NNNovarum Pharma  00005950020160502001008215141007798183410855000110NNN00
9951404ACROSS SR                                   comp.x 100              00000000NNNovarum Pharma  00001750020160502001008215140407798183410794010010NNN00
9951406ACROSS SRC                                  frut./vain. env.x 1000 g00000000NNNovarum Pharma  00004250020160502001008215140607798183410817000110NNN00
9951418LECCO BALANCE                               comp.x 60               00000000NNNovarum Pharma  00003500020160502001008215141807798183410954006010NNN00
9951414LECCO DEFENCE                               comp.x 60               00000000NNNovarum Pharma  00003100020160502001008215141407798183410916006010NNN00
9951415LECCO FEM                                   comp.x 60               00000000NNNovarum Pharma  00002000020160502001008215141507798183410923006010NNN00
9951417LECCO FLEX                                  comp.x 60               00000000NNNovarum Pharma  00002700020160502001008215141707798183410947006010NNN00
9951416LECCO VITAL                                 comp.x 60               00000000NNNovarum Pharma  00003700020160502001008215141607798183410930006010NNN00
9951367NARAL MULTIVITAMINICO                       comp.rec.x 60           00000000NNNovarum Pharma  00001450020160502001008215136707798183410510006010NNN00
9951368NARAL MULTIVITAMINICO ADULTOS               comp.rec.x 60           00000000NNNovarum Pharma  00001800020160502001008215136807798183410527006010NNN00
9951420PHARMA APICAR PLUS                          comp.x 640              00000000NNNovarum Pharma  00004160020160502001008215142007798183410466064010NNN00
9951419PHARMA PASTILLAS BUCOFARINGEAS BALSAMICAS   menta comp.x 12         00000000NNNovarum Pharma  00000150020160502001008215141907798183411388001210NNN00
5133582HUMIRA                                      jga.prell.x 2 x 0.8 ml  00000000NNAbbvie          00323215920160502012008313264708054083008271000211NNN00
6202001HUMIRA PEDIATRICO                           vial x 0.8 ml+jga.+adapt00000000NNAbbvie          00323215920160502012008314889608002660004093000111NNN00
5806131HUMIRA PEN                                  lapicera x 2 x 0.8 ml   00000000NNAbbvie          00323215920160502013008314984908054083009377000211NNN00
5762391KALETRA                                     25/100 mg comp.rec.x 60 00000000NNAbbvie          00034589820160502012008314288305013158779235006010NNN00
5515131KALETRA                                     50/200 mg comp.rec.x 12000000000NNAbbvie          00078269420160502013008313882908054083003474012010NNN00
4853511KALETRA                                     jbe.x 160 ml            00000000NNAbbvie          00036934620160502013008312782407790440395615000111NNN00
6088711RITONAVIR                                   comp.rec.x 30           00000000NNAbbvie          00006152620160502012008314790908054083005003003010NNN00
3815671SEVORANE                                    env.x 250 ml            00000000NNAbbvie          00029171020160502012008311491607790440445624000130NNN00
3815672SEVORANE                                    env.x 50 ml             00000000NNAbbvie          00005403220160502012008311699807790440445617000110NNN00
3815674SEVORANE QUICK FILL                         env.x 250 ml            00000000NNAbbvie          00029171020160502012008315093307790440445648000110NNN00
6376131VIEKIRA PAK                                 28 blis.x 4 comp.c/u    00000000NNAbbvie          02487449920160502013008315208608054083007496011210NNN00
5554841ZEMPLAR                                     2 mcg caps.x 30         00000000NNAbbvie          00061649020160502012008314416807790440431412003010SNN00
4929501ZEMPLAR                                     5 mcg f.a. x 5 x 1 ml   00000000NNAbbvie          00028067920160502012008313961608054083003566000510NNN00
