5430711LETROZOL TECHSPERE                          2.5 mg comp.rec.x 30    00000000NNTechsphere      00022008420160510003007104025607798096990673003010NNN00
5325711LOSARTAN TECHSPERE                          50 mg comp.x 30         00020500NNTechsphere      00001754420160510002067103565507798096990383003010SNN00
5288752METFORMINA TECHSPHERE                       500 mg comp.rec.x 100   00014306NNTechsphere      00001687120160510002007103685807798096990345010030SNN00
5288751METFORMINA TECHSPHERE                       500 mg comp.rec.x 30    00003300NNTechsphere      00000540520160510002007103685707798096990338003010SNN00
5288801METFORMINA TECHSPHERE                       850 mg comp.x 30        00007500NNTechsphere      00000968520160510002007103685907798096990352003010SNN00
5288802METFORMINA TECHSPHERE                       850 mg comp.x 60        00015000NNTechsphere      00001904220160510002007103686007798096990369006030SNN00
5202041PACLITAXEL TECHSPHERE                       100 mg iny.f.a.x 1      00000000NNTechsphere      00076889920160510002007104623007798138890176000111NNN00
5202111PACLITAXEL TECHSPHERE                       150 mg iny.f.a.x 1      00000000NNTechsphere      00122300320160510002007104623207798138890183000111NNN00
5201911PACLITAXEL TECHSPHERE                       30 mg iny.f.a.x 1       00000000NNTechsphere      00025093020160510002007104622907798138890169000111NNN00
5202251PACLITAXEL TECHSPHERE                       300 mg iny.f.a.x 1      00000000NNTechsphere      00247251420160510002007104623307798138890190000111NNN00
5330001PANCREOLIPASA TECHSPHERE                    12M caps.x 100          00203338SNTechsphere      00034844020160510002027103745907798096990406010010SNN00
5329681PANCREOLIPASA TECHSPHERE                    20M caps.x 100          00314558SNTechsphere      00053903320160510002027103746007798096990420010010SNN00
5329711PANCREOLIPASA TECHSPHERE                    4M caps.x 30            00029654SNTechsphere      00005081420160510002027103745807798096990390003010SNN00
6068551SOLUCION HIPERSALINA TECHSPERE 7%           a.x 30 x 4 ml           00000000NNTechsphere      00008790120160510002007104681207798138890374003010NNN00
6068552SOLUCION HIPERSALINA TECHSPERE 7%           a.x 60 x 4 ml           00000000NNTechsphere      00016701420160510002007104681307798138890381006030NNN00
5081752TOFIB                                       300 mg/5 ml amp.x 56    00000000NNTechsphere      01019259720160510003007103564807798096990376005630NNN00
5351716ALMAXIMO                                    100 mg comp.x 2         00000000NNSavant Retail   00000371020160507A03008063981407798032932262000210NNN00
5351687ALMAXIMO                                    50 mg comp.x 1          00000000NNSavant Retail   00000119920160507A03008063981107798032932286000110NNN00
5692422ALMAXIMO MASTICABLE                         50 mg comp.mast.x 2     00000000NNSavant Retail   00000282920160507A03008064123907798032933252000230NNN00
4503461AGRASTAT                                    12.5 mg vial x 50 ml    00000000NNTechsphere - Asp00048529720160510012028242482307798138890589000190NNN00
0676126ALDOMET                                     250 mg comp.rec.x 30    00005145NNTechsphere - Asp00000845220160510002088240536007798138890541003010SNN00
1703404ALDOMET                                     500 mg comp.rec.x 100   00025729NNTechsphere - Asp00004226820160510012008244808207798138890565010030SNN00
1703403ALDOMET                                     500 mg comp.rec.x 30    00008289NNTechsphere - Asp00001361820160510002088240536207798138890558003010SNN00
0759201DECA-DURABOLIN                              50 mg iny.a.x 1 x 1 ml  00000000NNTechsphere - Asp00002254720160510002028240618107795318000035000110SNN00
3058143FRAXIPARINE                                 jga.prell.x 10 - 0.3 ml 00000000NNTechsphere - Asp00006345420160510012088240060807798138890732001050NNN00
3830002FRAXIPARINE                                 jga.prell.x 10 - 0.4 ml 00000000NNTechsphere - Asp00010836920160510012088241506207798138890763001050NNN00
3058223FRAXIPARINE                                 jga.prell.x 10 - 0.6 ml 00000000NNTechsphere - Asp00015279020160510012088240133907798138890794001050NNN00
3830342FRAXIPARINE                                 jga.prell.x 10 - 0.8 ml 00000000NNTechsphere - Asp00020377520160510012088241492407798138890824001050NNN00
3058142FRAXIPARINE                                 jga.prell.x 2 - 0.3 ml  00000000NNTechsphere - Asp00001294120160510012088244874107798138890725000220NNN00
3830003FRAXIPARINE                                 jga.prell.x 2 - 0.4 ml  00000000NNTechsphere - Asp00002210220160510012088244874207798138890756000220NNN00
3058222FRAXIPARINE                                 jga.prell.x 2 - 0.6 ml  00000000NNTechsphere - Asp00003115720160510012088244874307798138890787000220NNN00
3830343FRAXIPARINE                                 jga.prell.x 2 - 0.8 ml  00000000NNTechsphere - Asp00004155620160510012088244874407798138890817000220NNN00
1704071IMURAN                                      50 mg comp.x 100        00049467ANTechsphere - Asp00011874620160510013028240910807798138890534010030NNN00
1704073IMURAN                                      50 mg comp.x 25         00012367ANTechsphere - Asp00002830020160510013028242393707798138890572002510NNN00
0510372METICORTEN                                  5 mg comp.x 20          00006065NNTechsphere - Asp00001026320160510002028241123407793081067149002010SNN00
2175222ORGESTRIOL                                  1000 mcg comp.x 30      00009452NNTechsphere - Asp00001599620160510002028241530607795318001056003010SNN00
2817171ORGESTRIOL                                  cr.vag.x 15 g c/aplic.  00011677NNTechsphere - Asp00001711520160510002028240619307795318000370000110SNN00
3057991ORGESTRIOL                                  ov.x 10                 00010581NNTechsphere - Asp00001752420160510002028240841207795318000387001010SNN00
0758051SUSTANON 250                                250 mg iny.a.x 1 x 1 ml 00015000NNTechsphere - Asp00003187420160510A03028240619807795318000431000110SNN00
2653491TOFRANIL PM                                 caps.x 30               00006786NNTechsphere - Asp00001211720160510403028240224007795306307597003010SNN00
