5638423BAREX UNIPEG                                sobres x 30             00000000NNDom¡nguez       00008825920160513002020675047607795327064080003050SNN00
6010261CITROMAG KIT                                sob.x 1+comp.x 4+sup.x 100000000NNDom¡nguez       00003648620160513002020674781507795327063151000110SNN00
4493651DEXO                                        150 mg comp.x 20        00010018NNDom¡nguez       00002058220160513002020672428207795327061560002010SNN00
4493731DEXO                                        300 mg comp.x 20        00023630NNDom¡nguez       00003933220160513002020672428307795327061591002010SNN00
4493732DEXO                                        300 mg comp.x 50        00047809NNDom¡nguez       00009204420160513002020672428407795327061607005030SNN00
5971391DINADOM                                     0.1 mg comp.x 30        00022182SNDom¡nguez       000043192201605130020A0674647707795327000019003010SNN00
5638551DINADOM                                     0.2 mg comp.x 30        00042821SNDom¡nguez       000071913201605130020A0674582507795327000026003010SNN00
5638711DINADOM                                     10mcg/ds.sp.nasal x 5 ml00050459SNDom¡nguez       000101930201605130020A0674582607795327000088000110SNN00
5639001FERIVE                                      100 mg a.x 5            00034388NNDom¡nguez       00004132820160513002020674168607795327091338000510NNN00
4129241FOSFO-DOM                                   env.x 45 ml             00011714NNDom¡nguez       00001532020160513002020671799207795327000118000110SNN00
5608261FOSFO-DOM KIT                               Fosfodom+Bisacod:4c+1sup00000000NNDom¡nguez       00002708020160513002020673980207795327062017000110SNN00
2317461GUTRON                                      2.5 mg comp.x 20        00000000NNDom¡nguez       00002231820160513002020674372607792796484111002010SNN00
2317462GUTRON                                      2.5 mg comp.x 50        00000000NNDom¡nguez       00005020920160513002020674372707792796484135005030SNN00
5408971LACTAS                                      caps.x 20               00000000NNDom¡nguez       00002495420160513002020673710107795327060921002010SNN00
5408972LACTAS                                      caps.x 50               00000000NNDom¡nguez       00005303020160513002020673710207795327060945005030SNN00
5699003LACTAS                                      comp.ran.x 10           00000000NNDom¡nguez       00001817020160513002020674472007795327063175001010SNN00
5699001LACTAS                                      comp.ran.x 20           00000000NNDom¡nguez       00003271020160513002020674197607795327091420002030SNN00
4987111LACTAS                                      gts.x 3.5 ml            00000000NNDom¡nguez       00001118420160513002020673827407795327060891000110SNN00
2414481MELASMAX                                    cr.x 10 g               00000000NNDom¡nguez       00002570320160513002020670260907795327060778000110SNN00
5002071NITRODOM                                    pomo x 15 g             00000000NNDom¡nguez       00004147620160513002080673053907795327060730000110SNN00
5154603NULITE                                      100 mg comp.x 10        00000000NNDom¡nguez       00000881420160513002020674421207795327013477001010SNN00
5154601NULITE                                      100 mg comp.x 30        00000000NNDom¡nguez       00002432820160513002020674369207795327063267003020SNN00
5154602NULITE                                      100 mg comp.x 60        00000000NNDom¡nguez       00004622420160513002020674369307795327063274006050SNN00
6291551PRAZODEX                                    20 mg c ps.x 14         00009635NNDom¡nguez       00001957020160513002020675094107795327064141001410SNN00
6291552PRAZODEX                                    20 mg c ps.x 28         00021000NNDom¡nguez       00003718420160513002020675094207795327064158002830SNN00
6291681PRAZODEX                                    40 mg c ps.x 14         00013417NNDom¡nguez       00002739920160513002020675094307795327064165001410SNN00
6291682PRAZODEX                                    40 mg c ps.x 28         00029300NNDom¡nguez       00005205820160513002020675094407795327064172002830SNN00
5736003RIFADOM                                     200 mg comp.x 20        00000000NNDom¡nguez       00003071920160513003020674952407795327063878002010SNN00
5736004RIFADOM                                     200 mg comp.x 40        00000000NNDom¡nguez       00005836420160513003020674952507795327063885004030SNN00
6246392RIFADOM                                     550 mg comp.x 10        00000000NNDom¡nguez       00003675220160513003020674963507795327063892001010SNN00
6246393RIFADOM                                     550 mg comp.x 30        00000000NNDom¡nguez       00009371920160513003020674963607795327063908003020SNN00
6246391RIFADOM                                     550 mg comp.x 60        00000000NNDom¡nguez       00015932220160513003020674963707795327063854006050SNN00
9921770SITZMARKS                                   caps.x 1                00000000NNDom¡nguez       00004551720160513012100672177007795327061409000110NNN00
5256891SL B12                                      comp.ran.x 15           00000000NNDom¡nguez       00001000020160513002020673518807795327060518001510SNN00
5256892SL B12                                      comp.ran.x 30           00000000NNDom¡nguez       00001738920160513002020673518907795327060525003030SNN00
9947987CONCERTA                                    18 mg comp.x 30         00053426SNJanssen-Cilag   00010565220160511213021274798707795314027005003050SNN00
5050543CONCERTA                                    36 mg comp.x 30         00076409SNJanssen-Cilag   00015110520160511213021274798807795314027012003030SNN00
9947989CONCERTA                                    54 mg comp.x 30         00103892SNJanssen-Cilag   00020545220160511213021274798907795314027029003020SNN00
3411731DAKTARIN                                    gel oral x 40 g         00005000NNJanssen-Cilag   00000706420160511012021271183407795314029641000110SNN00
0546642DUROGESIC D-TRANS                           25 mcg/h parch.matriz.x500000000NNJanssen-Cilag   00021826220160511613021273808207795314021928000510NNN00
0547684DUROGESIC D-TRANS                           50 mcg/h parch.matriz.x500000000NNJanssen-Cilag   00039285420160511613021273808307795314021935000510NNN00
5111011EVRA                                        parches transd‚rmicos x300000000NNJanssen-Cilag   00001973320160511012001273251707795314892375000310NNN00
3058644FLOXIL                                      200 mg comp.x 12        00000000NNJanssen-Cilag   00002683520160511013081273446607795314024011001250SNN00
3481113FLOXIL                                      400 mg comp.x 8         00000000NNJanssen-Cilag   00004010420160511013081273446707795314024028000810SNN00
1211612FRADEMICINA                                 300 mg a.x 4 x 1 ml     00000000NNJanssen-Cilag   00002317020160511013081270227607795314020099000460SNN00
1211792FRADEMICINA                                 500 mg caps.x 16        00000000NNJanssen-Cilag   00003487420160511013081270667507795314020143001610SNN00
1211451FRADEMICINA                                 600 mg a.x 1 x 2 ml     00000000NNJanssen-Cilag   00001212420160511013081270667707795314020112000160SNN00
1211452FRADEMICINA                                 600 mg a.x 4 x 2 ml     00000000NNJanssen-Cilag   00003716420160511013081270227707795314020129000460SNN00
0438862HALOPIDOL                                   1 mg comp.x 100         00008953NNJanssen-Cilag   00001629620160511413081270397407795314022154010010SNN00
2472722HALOPIDOL                                   10 mg comp.x 60         00022800NNJanssen-Cilag   00006450220160511413081270455407795314022178006010SNN00
0445116HALOPIDOL                                   2 mg/ml sol.oral x 30 ml00000000NNJanssen-Cilag   00001538020160511413081275172607795314026213000150SNN00
2472802HALOPIDOL                                   5 mg comp.x 60          00016184NNJanssen-Cilag   00003319920160511413081270397507795314022598006010SNN00
0439013HALOPIDOL                                   5 mg iny.a.x 5 x 1 ml   00022697NNJanssen-Cilag   00003655020160511413081272865907795314892061000510SNN00
3200101HALOPIDOL DECANOATO                         iny.a.x 1 ml            00013929NNJanssen-Cilag   00002147020160511413081270455507795314027289000110SNN00
3200102HALOPIDOL DECANOATO                         iny.a.x 3 ml            00019575NNJanssen-Cilag   00003983120160511413081270455607795314027296000110SNN00
2723022HALOPIDOL FORTE                             10 mg sol.x 30 ml       00022708NNJanssen-Cilag   00003528520160511413081272787307795314892221000110SNN00
5746001INVEGA                                      3 mg comp.lib.prol.x 28 00000000NNJanssen-Cilag   00018299820160511A13021274178707795314023489002810SNN00
0574613INVEGA                                      6 mg comp.lib.prol.x 28 00000000NNJanssen-Cilag   00019895320160511A13021274178807795314023496002810SNN00
9951656INVEGA SUSTENNA                             100 mg/1 ml jga.prell.  00000000NNJanssen-Cilag   00078555320160511A13021275165607795314023663000110NNN00
9951657INVEGA SUSTENNA                             150 mg/1.5 ml jga.prell.00000000NNJanssen-Cilag   00078555320160511A13021275165707795314023670000110NNN00
9951655INVEGA SUSTENNA                             50 mg/0.5 ml jga.prell. 00000000NNJanssen-Cilag   00041889920160511A13021275165507795314022642000110NNN00
9951654INVEGA SUSTENNA                             75 mg/0.75 ml jga.prell.00000000NNJanssen-Cilag   00061757020160511A13021275165407795314023656000110NNN00
6347421INVOKANA                                    100 mg comp.x 30        00000000NNJanssen-Cilag   00009363220160511012001275188107795314028569003010SNN00
6347551INVOKANA                                    300 mg comp.x 30        00000000NNJanssen-Cilag   00009363220160511012001275188207795314028576003010SNN00
3789441LEUSTAT                                     10 mg a.x 7 x 10 ml     00000000NNJanssen-Cilag   00429913220160511013001271392507795314000596000710NNN00
4291932LEVAQUIN                                    500 mg comp.x 7         00009543NNJanssen-Cilag   00004556320160511013081272115407795314891583000710SNN00
2596151NEMASOLE                                    susp.x 30 ml            00003819NNJanssen-Cilag   00000634120160511012021270456607795314022581000110SNN00
2848281NEMASOLE AD                                 comp.x 6                00005824NNJanssen-Cilag   00001042920160511012021270456707795314027739000610SNN00
2715023ORIFUNGAL                                   cr.x 15 g               00005360NNJanssen-Cilag   00001096620160511012021270457307795314027678000110SNN00
4189641PLETAAL                                     100 mg comp.x 20        00020168NNJanssen-Cilag   00003108620160511012081271899207798029230036002010SNN00
4189642PLETAAL                                     100 mg comp.x 40        00036338NNJanssen-Cilag   00005601220160511012081271899307798029230043004030SNN00
4189561PLETAAL                                     50 mg comp.x 20         00010746NNJanssen-Cilag   00001656420160511012081271899007798029230012002010SNN00
4189562PLETAAL                                     50 mg comp.x 40         00020168NNJanssen-Cilag   00003108620160511012081271899107798029230029004030SNN00
4846341REMINYL                                     12 mg tab.x 56          00075084SNJanssen-Cilag   00017027420160511012021272721307795314892092005610SNN00
4846181REMINYL                                     4 mg tab.x 14           00010755SNJanssen-Cilag   00002674920160511012021272721007795314892139001410SNN00
5445391REMINYL ER                                  16 mg caps.x 28         00075772SNJanssen-Cilag   00014984320160511012021273738107795314021768002810SNN00
5443711REMINYL ER                                  8 mg caps.x 28          00040298SNJanssen-Cilag   00009836820160511012021273738007795314021478002810SNN00
4581341RISPERDAL                                   0.25 mg comp.x 20       00000000NNJanssen-Cilag   00000893420160511A13021272542307795314891941002010SNN00
4581421RISPERDAL                                   0.5 mg comp.x 20        00000000NNJanssen-Cilag   00001343620160511A13021272542407795314891958002010SNN00
3711541RISPERDAL                                   1 mg comp.x 20          00000000NNJanssen-Cilag   00002199820160511A13021271314507795314029863002010SNN00
3711621RISPERDAL                                   2 mg comp.x 20          00000000NNJanssen-Cilag   00004181320160511A13021271499907795314000022002010SNN00
3711622RISPERDAL                                   2 mg comp.x 60          00000000NNJanssen-Cilag   00011873120160511A13021271500007795314000039006030SNN00
3711701RISPERDAL                                   3 mg comp.x 20          00000000NNJanssen-Cilag   00006245720160511A13021271314707795314029900002010SNN00
3711702RISPERDAL                                   3 mg comp.x 60          00000000NNJanssen-Cilag   00017545420160511A13021271314807795314029917006030SNN00
3711881RISPERDAL                                   4 mg comp.x 20          00000000NNJanssen-Cilag   00007883520160511A13021272115207795314891545002010SNN00
4253571RISPERDAL                                   sol.oral x 100 ml       00000000NNJanssen-Cilag   00013349620160511A13021272115307795314891552000130SNN00
4253572RISPERDAL                                   sol.oral x 30 ml        00000000NNJanssen-Cilag   00004486320160511A13021272220707795314891699000110SNN00
5111171RISPERDAL CONSTA                            25 mg vial a.x 1        00000000NNJanssen-Cilag   00020944920160511A13021273252007795314026800000110SNN00
9952460RISPERDAL CONSTA                            25 mg vial a.x 1+aguja  00000000NNJanssen-Cilag   00020944920160512A13001275246007795314028538000110NNN00
5111221RISPERDAL CONSTA                            37.5 mg vial a.x 1      00000000NNJanssen-Cilag   00030878520160511A13021273252107795314026817000110SNN00
9952461RISPERDAL CONSTA                            37.5 mg vial a.x 1+aguja00000000NNJanssen-Cilag   00030878520160512A13001275246107795314028545000110NNN00
2578093SIBELIUM                                    comp.x 30               00000000NNJanssen-Cilag   00001000820160511012021271228307795314027302003010SNN00
2578094SIBELIUM                                    comp.x 60               00000000NNJanssen-Cilag   00001862220160511012021271228407795314027319006030SNN00
3056904SPORANOX                                    caps.x 10               00008514SNJanssen-Cilag   00002111720160511012021272899807795314892313001020SNN00
3056902SPORANOX                                    caps.x 15               00013780SNJanssen-Cilag   00002918420160511012021270459807795314028347001550SNN00
3056901SPORANOX                                    caps.x 4                00006354SNJanssen-Cilag   00001212420160511012021270775207795314028330000410SNN00
4248541SPORANOX                                    sol.oral x 150 ml       00060504SNJanssen-Cilag   00011546020160511012021272570007795314891774000110SNN00
3056903SPORANOX PULSO                              caps.x 28               00023840SNJanssen-Cilag   00005475420160511012021272174207795314891705002810SNN00
1570172STUGERON                                    comp.x 60               00000000NNJanssen-Cilag   00000670420160511012021270459907795314022406006010SNN00
2065253STUGERON FORTE                              comp.x 100              00000000NNJanssen-Cilag   00001658520160511012021270458707795314022352010030SNN00
2065252STUGERON FORTE                              comp.x 60               00000000NNJanssen-Cilag   00001203120160511012021270458607795314022369006010SNN00
2639211SUPRASEC                                    comp.x 10               00003206NNJanssen-Cilag   00000661620160511012021270459107795314022468001010SNN00
4159941TOPAMAC                                     100 mg comp.x 28        00025367SNJanssen-Cilag   00007145620160511A13061271976207795314029993002810SNN00
4159943TOPAMAC                                     100 mg comp.x 60        00054359SNJanssen-Cilag   00013806920160511A13061273443207795314027784006050SNN00
4159781TOPAMAC                                     25 mg comp.x 28         00009952SNJanssen-Cilag   00002548220160511A13061271976007795314029979002810SNN00
4159861TOPAMAC                                     50 mg comp.x 28         00015769SNJanssen-Cilag   00004689120160511A13061271976107795314029986002810SNN00
4646361TOPAMAC SPRINKLE                            15 mg caps.disp.x 60    00020312SNJanssen-Cilag   00004016920160511A13061272566507795314891972006010SNN00
4684061TOPAMAC SPRINKLE                            25 mg caps.disp.x 60    00021325SNJanssen-Cilag   00006923120160511A13061272566607795314891989006010SNN00
5114491TRAMACET                                    comp.x 10               00000000NNJanssen-Cilag   00001523420160511A13021273511407795314026688001010SNN00
5114492TRAMACET                                    comp.x 20               00000000NNJanssen-Cilag   00002587920160511A13021274186507795314026695002030SNN00
3593666ALFADIMAN                                   300 mg comp.x 100       00000000NNLazar           00003000020160512002001385244607795347970972010010NNN00
9946527FLOGOLISIN                                  75 mg comp.rec.x 100    00000000NNLazar           00003900020160512002001384652707795347972082010010NNN00
5384551H36 LAZAR                                   20 mg comp.rec.x 2      00000000NNLazar           00002200020160512002021385244707795347934516000210NNN00
9946530LAZALGINA                                   125 mg comp.rec.x 100   00000000NNLazar           00002000020160512002001384653007795347973195010090NNN00
5754681NOVEMINA                                    jbe.x 120 ml            00001451NNLazar           00000800020160512002001380495907795347942030000110NNN00
9917128REGULACID                                   20 mg caps.x 14         00004770NNLazar           00000750020160512002021381712807795347949497001410NNN00
4026441DIURAL                                      50 mg comp.x 15         00002100NNLepetit         00000360020160512002021404378707798011652136001510SNN00
4029753ENATRAL 5 MG                                5 mg comp.x 30          00003300NNLepetit         00000360020160512002001403562107798011651627003010SNN00
4017115RANITRAL 300                                300 mg comp.rec.x 10    00003761NNLepetit         00000390020160512002001402832107798011651115001010SNN00
2307141ALIDASE                                     comp.x 10               00002527NNLaboratorios Ber00000440920160511002021570124307792175000147001010SNN00
2778071ALIDASE 500                                 comp.x 10               00004364NNLaboratorios Ber00000814320160511002021570059407792175000888001010SNN00
2778073ALIDASE 500                                 comp.x 40               00012536NNLaboratorios Ber00002187020160511002021570060307792175000895004030SNN00
5355713ALIPAS                                      10 mg comp.x 30         00013500NNLaboratorios Ber00002093020160511002021573651207792175008013003010SNN00
5331554ALIPAS DUO                                  10/10 mg comp.x 30      00000000NNLaboratorios Ber00002899920160511002021573736207792175007924003010SNN00
5331684ALIPAS DUO                                  10/20 mg comp.x 30      00000000NNLaboratorios Ber00002409620160511002021573736307792175007948003010SNN00
5331714ALIPAS DUO                                  10/40 mg comp.x 30      00000000NNLaboratorios Ber00002412620160511002021573736407792175007962003010SNN00
6301001AMAPOLI                                     comp.rec.x 28           00000000NNLaboratorios Ber00002297220160511002001575048807792175009423002810NNN00
3341522AMIXEN                                      500 mg comp.x 16        00003322NNLaboratorios Ber00000665720160511003081571060507792175000994001620SNN00
3341523AMIXEN                                      500 mg comp.x 21        00005000NNLaboratorios Ber00000843520160511003081573577107792175007726002150SNN00
3341521AMIXEN                                      500 mg comp.x 8         00001667NNLaboratorios Ber00000317420160511003081571060407792175000987000810SNN00
3925302AMIXEN                                      750 mg comp.x 16        00006496NNLaboratorios Ber00001010120160511003081571548207792175000970001610SNN00
6137003AMIXEN BRONQUIAL DUO                        comp.rec.x 14           00000000NNLaboratorios Ber00001518320160511003021574764807792175007115001410SNN00
5217812AMIXEN CLAVULANICO                          500 mg comp.rec.x 16    00014308NNLaboratorios Ber00002515620160511003081573422807792175007535001630SNN00
5217811AMIXEN CLAVULANICO                          500 mg comp.rec.x 8     00007000NNLaboratorios Ber00001273220160511003081573422707792175007528000810SNN00
5217951AMIXEN CLAVULANICO 1 G                      1 g comp.rec.x 14       00016300NNLaboratorios Ber00002497320160511003081573422907792175007542001410SNN00
5430973AMIXEN DUO                                  comp.rec.x 14           00007000NNLaboratorios Ber00001032320160511002081573817507792175008211001410SNN00
3965162AMIXEN PLUS                                 comp.rec.x 16           00000000NNLaboratorios Ber00002094720160511003021571626207792175001137001630SNN00
3965161AMIXEN PLUS                                 comp.rec.x 8            00000000NNLaboratorios Ber00001351220160511003021571626107792175001120000810SNN00
3842142ANIMEX-ON                                   20 mg comp.x 30         00010500NNLaboratorios Ber00001104620160511403021571490707792175001069003010SNN00
4077692ARTERIOSAN                                  10 mg comp.x 30         00013000NNLaboratorios Ber00002727520160511002081571791407792175001946003010SNN00
4077512ARTERIOSAN                                  5 mg comp.x 30          00008300NNLaboratorios Ber00001500420160511002081571791207792175001939003010SNN00
6107555ARTERIOSAN COMPUESTO                        5/100 mg comp.x 30      00000000NNLaboratorios Ber00003473120160511002021574775307792175009355003010SNN00
6107425ARTERIOSAN COMPUESTO                        5/50 mg comp.x 30       00000000NNLaboratorios Ber00003366220160511002021574775207792175009348003010SNN00
5078332ARTERIOSAN PLUS                             2.5/10 mg caps.x 30     00000000NNLaboratorios Ber00001237020160511002021573189607792175005883003010SNN00
5078492ARTERIOSAN PLUS                             5/10 mg caps.x 30       00000000NNLaboratorios Ber00001804320160511002021573189707792175005890003010SNN00
5078542ARTERIOSAN PLUS                             5/20 mg comp.x 30       00000000NNLaboratorios Ber00002831720160511002021574616707792175009225003010SNN00
6145391AZUCENA                                     comp.rec.x 28           00000000NNLaboratorios Ber00002107420160511002001574782807792175009331002810NNN00
5892972BACFURON                                    500 mg comp.rec.x 14    00015945NNLaboratorios Ber00002118320160511003081574469307792175009096001430SNN00
5892971BACFURON                                    500 mg comp.rec.x 7     00009543NNLaboratorios Ber00001343420160511003081574469207792175009089000710SNN00
5842841BACFURON                                    750 mg comp.rec.x 5     00011351NNLaboratorios Ber00001662020160511003081574469407792175009102000510SNN00
3365541BEDIX                                       comp.x 10               00002124NNLaboratorios Ber00000459520160511002021571119007792175005043001010SNN00
3365543BEDIX                                       comp.x 30               00005404NNLaboratorios Ber00001048220160511002021571119107792175005036003030SNN00
5883263BERNAFOLIC 1                                1 mg comp.x 30          00003800NNLaboratorios Ber00000557520160511002021574468807792175008990003010SNN00
5883266BERNAFOLIC 1                                1 mg comp.x 60          00006000NNLaboratorios Ber00000920520160511002021574468907792175009010006030SNN00
5883393BERNAFOLIC 5                                5 mg comp.x 30          00004500NNLaboratorios Ber00000703020160511002021574469007792175009027003010SNN00
5883396BERNAFOLIC 5                                5 mg comp.x 60          00007000NNLaboratorios Ber00001184220160511002021574469107792175009034006030SNN00
9935770BLANC DIENT                                 10% gel t¢pico x 15 ml  00000000NNLaboratorios Ber00000796220160511001101573577007792175007719000110NNN00
2680042BRONQ C                                     comp.x 30               00000000NNLaboratorios Ber00000489820160511002081571823007792175005111003010SNN00
2680121BRONQ C                                     jbe.x 100 ml            00000000NNLaboratorios Ber00000690220160511002081570548707792175005081000110SNN00
3502072BUCHEX FORTE                                fco.x 200 ml            00000000NNLaboratorios Ber00001112920160511002021571261207792175001007000110SNN00
5722001CAMELIA                                     comp.rec.x 28           00000000ENLaboratorios Ber00001441620160511002021574207907792175008792002810NNN00
5443004CORAFEN                                     12.5 mg comp.ran.x 28   00007550NNLaboratorios Ber00001152120160511002081573746907792175008259002810SNN00
5443133CORAFEN                                     25 mg comp.ran.x 28     00009300NNLaboratorios Ber00001541120160511002081573747007792175008266002810SNN00
5547974CORAFEN                                     3.125 mg comp.ran.x 28  00003566NNLaboratorios Ber00000540820160511002081573837007792175008341002810SNN00
5766844CORAFEN                                     50 mg comp.x 28         00013118NNLaboratorios Ber00001736920160511002081574340507792175008983002810SNN00
5442973CORAFEN                                     6.25 mg comp.ran.x 28   00005770NNLaboratorios Ber00000917220160511002081573746807792175008242002810SNN00
5432421CUIDAFEM                                    comp.rec.x 21           00000000ENLaboratorios Ber00001073720160511002001573781007792175008235002110NNN00
9935256DENTILAC                                    pomo x 20 g             00000000NNLaboratorios Ber00000421820160511001101573525607792175007702000110NNN00
9938212DENTILAC                                    pomo x 40 g             00000000NNLaboratorios Ber00000723220160511001101573821207792175008280000110NNN00
9925294DENTILAC                                    pomo x 60 g             00000000NNLaboratorios Ber00001061820160511001101572529407792175001762000130NNN00
9938924DENTILAC                                    pvo.adhes.x 20 g        00000000NNLaboratorios Ber00000476220160511001101573892407792175008303000110NNN00
9937132DENTILAC MENTA                              pomo x 20 g             00000000NNLaboratorios Ber00000421820160511001101573713207792175008174000110NNN00
9938213DENTILAC MENTA                              pomo x 40 g             00000000NNLaboratorios Ber00000723220160511001101573821307792175008297000110NNN00
9937133DENTILAC MENTA                              pomo x 60 g             00000000NNLaboratorios Ber00001061820160511001101573713307792175008181000130NNN00
4417592DISIPAN 75 MG                               75 mg comp.rec.x 15     00006987NNLaboratorios Ber00001336320160511002021574832007792175009362001510SNN00
4417594DISIPAN 75 MG                               75 mg comp.rec.x 30     00013000NNLaboratorios Ber00002350120160511002021574832107792175009379003030SNN00
6225396ETILES                                      25 mg comp.x 30         00000000NNLaboratorios Ber00002168220160511002021575001407792175009409003010SNN00
6225426ETILES                                      50 mg comp.x 30         00000000NNLaboratorios Ber00003255520160511002021575001607792175009416003010SNN00
5944393EXTENSIL                                    30 mg comp.rec.x 3      00000000NNLaboratorios Ber00001751720160511003001574516307792175009164000310NNN00
5944396EXTENSIL                                    30 mg comp.rec.x 6      00000000NNLaboratorios Ber00003091620160511003001574516407792175009171000630NNN00
2730611FENSEDYL                                    comp.x 20               00000000NNLaboratorios Ber00000885720160511002021570549007792175005289002010SNN00
2730791FENSEDYL                                    gts.x 30 ml             00000000NNLaboratorios Ber00000991920160511002021570549107792175005296000110SNN00
2707781FLUORDENT                                   comp.x 30               00005300NNLaboratorios Ber00000999820160511002021570125807792175000529003010SNN00
2786311FLUORDENT                                   gts.x 30 ml             00005300NNLaboratorios Ber00000999820160511002021570126007792175000543000110SNN00
3817231FLUORDENT B                                 env.x 60 g              00003300NNLaboratorios Ber00000540620160511001001571506007792175001892000110NNN00
2787642FLUORDENT PX                                pasta dent.x 120 g      00000000NNLaboratorios Ber00000804320160511001001571505907792175001885000130NNN00
2787641FLUORDENT PX                                pasta dent.x 60 g       00000000NNLaboratorios Ber00000544820160511001001571505807792175001878000110NNN00
2728492FLUORDENT PX COLUTORIO                      fco.x 200 ml            00004200NNLaboratorios Ber00001000020160511002021571712507792175001922000110SNN00
9934525FLUORDENT SEMANAL                           colut.x 50 ml           00004947NNLaboratorios Ber00000847020160511001001573452507792175007627000110NNN00
4223292GASTEC                                      10 mg caps.x 30         00009500NNLaboratorios Ber00001599220160511002021571911407792175001182003010SNN00
3146171GASTEC                                      20 mg caps.x 15         00005508NNLaboratorios Ber00001614620160511002021570962107792175000741001510SNN00
3146172GASTEC                                      20 mg caps.x 30         00012300NNLaboratorios Ber00003083220160511002021570962207792175000758003020SNN00
5248114GASTEC                                      40 mg caps.x 28         00030800NNLaboratorios Ber00005174320160511002021573255207792175007429002810SNN00
5606554GASTEC RAPIDO                               20 mg caps.x 30         00000000NNLaboratorios Ber00001814220160511002001573956007792175008556003030SNN00
5606682GASTEC RAPIDO                               40 mg caps.x 15         00000000NNLaboratorios Ber00001483720160511002001573956107792175008563001510SNN00
0126412GASTRIDIN                                   comp.x 20               00000000NNLaboratorios Ber00000497020160511002021570549607792175005777002010SNN00
0126413GASTRIDIN                                   comp.x 50               00000000NNLaboratorios Ber00000755920160511002021570549707792175005821005030SNN00
5579841IBANLEG                                     150 mg comp.rec.x 1     00014044SNLaboratorios Ber00003350920160511002021573955307792175008525000110SNN00
5579842IBANLEG                                     150 mg comp.rec.x 3     00042131SNLaboratorios Ber00007113620160511002021573955407792175008532000330SNN00
5469681KALA                                        comp.rec.x 28           00000000ENLaboratorios Ber00001890320160511002001573823607792175008273002810NNN00
6238261KALA FOLIC                                  comp.rec.x 28           00000000NNLaboratorios Ber00001994120160511002001574905907792175009386002810NNN00
5601421KALA MD                                     comp.rec.x 28           00000000ENLaboratorios Ber00002114320160511002001573999207792175008570002810NNN00
5618971KALA MD 24                                  comp.rec.x 28           00000000ENLaboratorios Ber00002504720160511002001574247207792175008815002810NNN00
6238391KALA MD 24 FOLIC                            comp.rec.x 28           00000000NNLaboratorios Ber00002300920160511002001574906007792175009393002810NNN00
4359682LIPOCAMBI                                   10 mg comp.x 30         00018800NNLaboratorios Ber00003338920160511002061571928007792175001656003010SNN00
4359762LIPOCAMBI                                   20 mg comp.x 30         00029300NNLaboratorios Ber00005656520160511002061572296707792175001663003010SNN00
4359842LIPOCAMBI                                   40 mg comp.x 30         00042089NNLaboratorios Ber00005812620160511002061574616807792175009232003010SNN00
5789136LIPOCAMBI PLUS                              10/10 mg comp.x 30      00000000NNLaboratorios Ber00002978120160511002021574465207792175009065003010SNN00
5789266LIPOCAMBI PLUS                              20/10 mg comp.x 30      00000000NNLaboratorios Ber00003463020160511002021574465307792175009072003010SNN00
4314871LISAC                                       10 mg comp.rec.x 30     00015000NNLaboratorios Ber00002514020160511002061572085007792175001205003010SNN00
5385133LISAC                                       20 mg comp.rec.x 30     00016800NNLaboratorios Ber00001770820160511002061573703307792175008020003010SNN00
2312671MIOPROPAN                                   comp.x 20               00004377NNLaboratorios Ber00000752320160511002021570127107792175000192002010SNN00
2312672MIOPROPAN                                   comp.x 40               00007742NNLaboratorios Ber00001260920160511002021570516007792175000642004030SNN00
3745622MIOPROPAN 200                               comp.x 20               00006567NNLaboratorios Ber00001049720160511002021573367507792175007559002010SNN00
3745624MIOPROPAN 200                               comp.x 60               00019800NNLaboratorios Ber00003371020160511002021573585407792175007566006040SNN00
4859892MIOPROPAN LP                                comp.x 20               00009781NNLaboratorios Ber00001527020160511002021573436807792175007597002010SNN00
4859893MIOPROPAN LP                                comp.x 30               00011300NNLaboratorios Ber00001625520160511002021572828107792175005913003020SNN00
4859895MIOPROPAN LP                                comp.x 60               00011300NNLaboratorios Ber00002942520160511002021573585507792175007610006050SNN00
4737022MIOPROPAN PROCTOLOGICO                      cr.x 20 g               00000000NNLaboratorios Ber00001105620160511002021572658707792175005173000110SNN00
5830974MIOPROPAN S                                 comp.x 30               00000000NNLaboratorios Ber00002011720160511002021574334107792175008839003010SNN00
2961962MIOPROPAN T                                 100/1.5 mg comp.x 20    00000000NNLaboratorios Ber00000866620160511403021570127407792175001045002010SNN00
2961963MIOPROPAN T                                 100/1.5 mg comp.x 50    00000000NNLaboratorios Ber00001870920160511403021570127507792175001052005030SNN00
4071231MISULTINA                                   500 mg comp.rec.x 3     00004959NNLaboratorios Ber00001076520160511003081571736507792175001847000310SNN00
4071233MISULTINA                                   500 mg comp.rec.x 5     00005526NNLaboratorios Ber00001231920160511003081573673507792175007894000520SNN00
4071232MISULTINA                                   500 mg comp.rec.x 6     00008699NNLaboratorios Ber00001504820160511003081571873307792175001786000630SNN00
4042861MISULTINA                                   susp.x 15 ml            00004742NNLaboratorios Ber00000783920160511003081571736707792175001854000110SNN00
4042862MISULTINA                                   susp.x 30 ml            00008064NNLaboratorios Ber00001549720160511003081571873407792175001793000130SNN00
5650844OVUFEM                                      comp.rec.x 20           00005740NNLaboratorios Ber00001108920160511002021574058307792175008662002030SNN00
5650841OVUFEM                                      comp.rec.x 8            00002997NNLaboratorios Ber00000507120160511002021574058207792175008655000810SNN00
